TCGA	Pos	Group	Score	Name	Gene	Tissue
TCGA-CJ-4873	0	WT	2234.93569	Thrombin	WT	kirc
TCGA-G4-6309	0	WT	-472.88624	Thrombin	WT	coad
TCGA-C8-A12Q	0	WT	316.40405	Thrombin	WT	brca
TCGA-BH-A1FU	0	WT	361.25337	Thrombin	WT	brca
TCGA-AC-A2QJ	0	WT	1619.69293	Thrombin	WT	brca
TCGA-P5-A5EV	0	WT	-549.62115	Thrombin	WT	lgg
TCGA-CJ-5682	0	WT	650.89281	Thrombin	WT	kirc
TCGA-BP-4986	0	WT	1167.63628	Thrombin	WT	kirc
TCGA-CR-7369	0	WT	176.53349	Thrombin	WT	hnsc
TCGA-C8-A1HN	0	WT	-262.32350	Thrombin	WT	brca
TCGA-DJ-A4V5	0	WT	661.33946	Thrombin	WT	thca
TCGA-BP-4159	0	WT	1096.43615	Thrombin	WT	kirc
TCGA-55-6987	0	WT	2592.93909	Thrombin	WT	luad
TCGA-HC-8258	0	WT	-772.37010	Thrombin	WT	prad
TCGA-G3-A25Y	0	WT	18.34119	Thrombin	WT	lihc
TCGA-CJ-6032	0	WT	628.10111	Thrombin	WT	kirc
TCGA-CJ-5681	0	WT	-1192.23092	Thrombin	WT	kirc
TCGA-D8-A1JL	0	WT	1162.29444	Thrombin	WT	brca
TCGA-E2-A1IF	0	WT	-117.77912	Thrombin	WT	brca
TCGA-22-5478	0	WT	2407.52689	Thrombin	WT	lusc
TCGA-AA-3517	0	WT	1314.74979	Thrombin	WT	coad
TCGA-ED-A82E	0	WT	-173.14764	Thrombin	WT	lihc
TCGA-CR-7380	0	WT	439.81390	Thrombin	WT	hnsc
TCGA-BP-4345	0	WT	1623.83240	Thrombin	WT	kirc
TCGA-AC-A62Y	0	WT	732.47218	Thrombin	WT	brca
TCGA-B0-4811	0	WT	473.12201	Thrombin	WT	kirc
TCGA-BT-A20P	0	WT	-818.91577	Thrombin	WT	blca
TCGA-FG-7637	0	WT	-1082.39324	Thrombin	WT	lgg
TCGA-DS-A7WH	0	WT	-354.93659	Thrombin	WT	cesc
TCGA-MR-A520	0	WT	-335.00812	Thrombin	WT	lihc
TCGA-DS-A0VL	0	WT	421.27181	Thrombin	WT	cesc
TCGA-HT-7467	0	WT	-1192.20797	Thrombin	WT	lgg
TCGA-B0-4847	0	WT	2219.83417	Thrombin	WT	kirc
TCGA-EL-A3T7	0	WT	-183.76367	Thrombin	WT	thca
TCGA-NA-A4QX	0	WT	-750.16588	Thrombin	WT	ucs
TCGA-DB-A64X	0	WT	-931.46511	Thrombin	WT	lgg
TCGA-BP-5170	0	WT	1041.23664	Thrombin	WT	kirc
TCGA-BP-5199	0	WT	2174.96563	Thrombin	WT	kirc
TCGA-DJ-A13X	0	WT	-387.16468	Thrombin	WT	thca
TCGA-BH-A18P	0	WT	-136.70946	Thrombin	WT	brca
TCGA-CM-6163	0	WT	249.50722	Thrombin	WT	coad
TCGA-HN-A2OB	0	WT	-223.10449	Thrombin	WT	brca
TCGA-EB-A44N	0	WT	478.43501	Thrombin	WT	skcm
TCGA-EE-A3J4	0	WT	-45.98524	Thrombin	WT	skcm
TCGA-62-A471	0	WT	-186.33089	Thrombin	WT	luad
TCGA-BH-A1ET	0	WT	-80.10362	Thrombin	WT	brca
TCGA-PJ-A5Z8	0	WT	1545.68324	Thrombin	WT	kirp
TCGA-N6-A4V9	0	WT	-984.15656	Thrombin	WT	ucs
TCGA-DS-A7WI	0	WT	374.32427	Thrombin	WT	cesc
TCGA-DW-7963	0	WT	315.62182	Thrombin	WT	kirp
TCGA-BJ-A3PU	0	WT	169.75519	Thrombin	WT	thca
TCGA-34-5232	0	WT	1645.27822	Thrombin	WT	lusc
TCGA-EE-A2GB	0	WT	-431.29613	Thrombin	WT	skcm
TCGA-76-4931	0	WT	-717.09481	Thrombin	WT	gbm
TCGA-86-8358	0	WT	-263.37120	Thrombin	WT	luad
TCGA-GN-A264	0	WT	-280.78723	Thrombin	WT	skcm
TCGA-IQ-7632	0	WT	-331.01005	Thrombin	WT	hnsc
TCGA-EM-A2P3	0	WT	-212.83973	Thrombin	WT	thca
TCGA-D3-A2J6	0	WT	420.58991	Thrombin	WT	skcm
TCGA-A2-A0CR	0	WT	2460.70762	Thrombin	WT	brca
TCGA-E9-A243	0	WT	2311.99800	Thrombin	WT	brca
TCGA-E9-A1N9	0	WT	-570.76809	Thrombin	WT	brca
TCGA-63-5128	0	WT	-629.52102	Thrombin	WT	lusc
TCGA-19-2619	0	WT	-617.68900	Thrombin	WT	gbm
TCGA-B0-4810	0	WT	1726.89664	Thrombin	WT	kirc
TCGA-EA-A43B	0	WT	997.42712	Thrombin	WT	cesc
TCGA-C4-A0F1	0	WT	-165.48576	Thrombin	WT	blca
TCGA-E5-A2PC	0	WT	23.40166	Thrombin	WT	blca
TCGA-CV-5442	0	WT	-696.43582	Thrombin	WT	hnsc
TCGA-G4-6304	0	WT	-354.28131	Thrombin	WT	coad
TCGA-DD-A73F	0	WT	1296.68431	Thrombin	WT	lihc
TCGA-CV-7245	0	WT	-332.10286	Thrombin	WT	hnsc
TCGA-60-2725	0	WT	1778.51836	Thrombin	WT	lusc
TCGA-41-3915	0	WT	797.81337	Thrombin	WT	gbm
TCGA-D5-6535	0	WT	197.40566	Thrombin	WT	coad
TCGA-PR-A5PG	0	WT	-954.80366	Thrombin	WT	pcpg
TCGA-D3-A2JD	0	WT	1164.54605	Thrombin	WT	skcm
TCGA-44-A4SS	0	WT	1623.65986	Thrombin	WT	luad
TCGA-97-A4M1	0	WT	1148.36537	Thrombin	WT	luad
TCGA-78-7163	0	WT	-204.62317	Thrombin	WT	luad
TCGA-E9-A1R0	0	WT	-10.27428	Thrombin	WT	brca
TCGA-CN-4727	0	WT	-618.71484	Thrombin	WT	hnsc
TCGA-K7-A5RF	0	WT	764.23328	Thrombin	WT	lihc
TCGA-AF-6672	0	WT	-492.82534	Thrombin	WT	read
TCGA-CR-6491	0	WT	-123.81317	Thrombin	WT	hnsc
TCGA-B0-4839	0	WT	1428.97536	Thrombin	WT	kirc
TCGA-18-4086	0	WT	587.74746	Thrombin	WT	lusc
TCGA-A8-A091	0	WT	-353.82659	Thrombin	WT	brca
TCGA-MP-A4TK	0	WT	1478.44637	Thrombin	WT	luad
TCGA-CF-A3MI	0	WT	-109.92342	Thrombin	WT	blca
TCGA-44-A479	0	WT	2044.80780	Thrombin	WT	luad
TCGA-75-5147	0	WT	1108.30645	Thrombin	WT	luad
TCGA-HE-A5NL	0	WT	1050.23597	Thrombin	WT	kirp
TCGA-D3-A1Q8	0	WT	682.42746	Thrombin	WT	skcm
TCGA-EE-A29L	0	WT	-1149.65084	Thrombin	WT	skcm
TCGA-BH-A0HI	0	WT	-48.18575	Thrombin	WT	brca
TCGA-97-8179	0	WT	238.11997	Thrombin	WT	luad
TCGA-DJ-A13R	0	WT	2146.76498	Thrombin	WT	thca
TCGA-B0-5100	0	WT	135.60765	Thrombin	WT	kirc
TCGA-EE-A20F	0	WT	728.37753	Thrombin	WT	skcm
TCGA-28-5215	0	WT	405.18001	Thrombin	WT	gbm
TCGA-C5-A2LX	0	WT	1823.56963	Thrombin	WT	cesc
TCGA-HM-A6W2	0	WT	-275.23358	Thrombin	WT	cesc
TCGA-BB-4227	0	WT	-465.86690	Thrombin	WT	hnsc
TCGA-DD-A3A5	0	WT	-311.79711	Thrombin	WT	lihc
TCGA-GM-A2DN	0	WT	1367.58863	Thrombin	WT	brca
TCGA-BP-4782	0	WT	1340.36499	Thrombin	WT	kirc
TCGA-44-2668	0	WT	2393.37714	Thrombin	WT	luad
TCGA-CA-5796	0	WT	-46.69834	Thrombin	WT	coad
TCGA-N7-A4Y5	0	WT	-1555.49588	Thrombin	WT	ucs
TCGA-75-5125	0	WT	1493.58641	Thrombin	WT	luad
TCGA-CZ-4857	0	WT	1165.44192	Thrombin	WT	kirc
TCGA-G9-6333	0	WT	-682.15889	Thrombin	WT	prad
TCGA-D3-A2JK	0	WT	431.60059	Thrombin	WT	skcm
TCGA-DJ-A2Q4	0	WT	-162.04920	Thrombin	WT	thca
TCGA-EL-A3MW	0	WT	-528.29931	Thrombin	WT	thca
TCGA-FK-A3S3	0	WT	-498.27948	Thrombin	WT	thca
TCGA-OR-A5LE	0	WT	-1432.96461	Thrombin	WT	acc
TCGA-DD-A3A2	0	WT	-352.34745	Thrombin	WT	lihc
TCGA-EE-A20H	0	WT	-1146.33370	Thrombin	WT	skcm
TCGA-CZ-5462	0	WT	1293.17280	Thrombin	WT	kirc
TCGA-AO-A0J6	0	WT	751.60133	Thrombin	WT	brca
TCGA-D3-A3CB	0	WT	2706.15863	Thrombin	WT	skcm
TCGA-55-6642	0	WT	1015.44529	Thrombin	WT	luad
TCGA-CV-7250	0	WT	-74.24710	Thrombin	WT	hnsc
TCGA-F5-6702	0	WT	215.66715	Thrombin	WT	read
TCGA-BP-4354	0	WT	2544.76401	Thrombin	WT	kirc
TCGA-G9-6494	0	WT	-1143.66198	Thrombin	WT	prad
TCGA-QR-A6H3	0	WT	-519.41434	Thrombin	WT	pcpg
TCGA-BH-A42V	0	WT	265.03614	Thrombin	WT	brca
TCGA-18-5595	0	WT	-865.91537	Thrombin	WT	lusc
TCGA-D3-A3C7	0	WT	1200.85918	Thrombin	WT	skcm
TCGA-N5-A4RU	0	WT	-1041.27347	Thrombin	WT	ucs
TCGA-CN-6989	0	WT	1043.68011	Thrombin	WT	hnsc
TCGA-C8-A12X	0	WT	-209.82748	Thrombin	WT	brca
TCGA-91-6847	0	WT	-975.56259	Thrombin	WT	luad
TCGA-CR-6467	0	WT	1484.63922	Thrombin	WT	hnsc
TCGA-EL-A4KI	0	WT	-938.26085	Thrombin	WT	thca
TCGA-78-7539	0	WT	1514.13493	Thrombin	WT	luad
TCGA-MY-A5BD	0	WT	-582.82190	Thrombin	WT	cesc
TCGA-N5-A4RN	0	WT	-967.07604	Thrombin	WT	ucs
TCGA-91-6829	0	WT	334.11446	Thrombin	WT	luad
TCGA-CV-6436	0	WT	1262.17507	Thrombin	WT	hnsc
TCGA-B8-4151	0	WT	337.64474	Thrombin	WT	kirc
TCGA-AO-A0JD	0	WT	-70.66302	Thrombin	WT	brca
TCGA-34-5234	0	WT	2107.91816	Thrombin	WT	lusc
TCGA-B6-A0IO	0	WT	-270.77375	Thrombin	WT	brca
TCGA-S7-A7WV	0	WT	1682.26815	Thrombin	WT	pcpg
TCGA-EE-A3AE	0	WT	918.78961	Thrombin	WT	skcm
TCGA-A2-A0YJ	0	WT	-807.65210	Thrombin	WT	brca
TCGA-22-4595	0	WT	836.37909	Thrombin	WT	lusc
TCGA-B6-A0I2	0	WT	1465.99728	Thrombin	WT	brca
TCGA-EL-A4JW	0	WT	-249.41969	Thrombin	WT	thca
TCGA-BP-4174	0	WT	1198.29801	Thrombin	WT	kirc
TCGA-B0-5109	0	WT	1528.11388	Thrombin	WT	kirc
TCGA-02-0055	0	WT	1282.25791	Thrombin	WT	gbm
TCGA-A4-A48D	0	WT	941.93318	Thrombin	WT	kirp
TCGA-A2-A0YC	0	WT	40.32591	Thrombin	WT	brca
TCGA-BT-A2LD	0	WT	-274.36306	Thrombin	WT	blca
TCGA-GL-7773	0	WT	-17.12896	Thrombin	WT	kirp
TCGA-A2-A0SY	0	WT	639.39756	Thrombin	WT	brca
TCGA-FG-A60J	0	WT	-444.13692	Thrombin	WT	lgg
TCGA-BQ-5883	0	WT	-489.40665	Thrombin	WT	kirp
TCGA-A7-A4SF	0	WT	-190.31715	Thrombin	WT	brca
TCGA-D5-7000	0	WT	-32.27534	Thrombin	WT	coad
TCGA-05-4389	0	WT	1456.58410	Thrombin	WT	luad
TCGA-A2-A0D2	0	WT	458.36695	Thrombin	WT	brca
TCGA-P6-A5OG	0	WT	1377.99720	Thrombin	WT	acc
TCGA-FD-A3SM	0	WT	-509.28799	Thrombin	WT	blca
TCGA-DV-5568	0	WT	1209.46793	Thrombin	WT	kirc
TCGA-CV-7418	0	WT	7.18871	Thrombin	WT	hnsc
TCGA-DZ-6131	0	WT	-1363.02533	Thrombin	WT	kirp
TCGA-DU-5872	0	WT	2014.72612	Thrombin	WT	lgg
TCGA-RC-A7SF	0	WT	-226.10181	Thrombin	WT	lihc
TCGA-16-0846	0	WT	646.73103	Thrombin	WT	gbm
TCGA-A8-A07O	0	WT	213.78111	Thrombin	WT	brca
TCGA-86-8076	0	WT	1859.99362	Thrombin	WT	luad
TCGA-QR-A70X	0	WT	-269.58264	Thrombin	WT	pcpg
TCGA-22-5480	0	WT	1286.05112	Thrombin	WT	lusc
TCGA-CN-6023	0	WT	933.32949	Thrombin	WT	hnsc
TCGA-BH-A0C1	0	WT	271.51546	Thrombin	WT	brca
TCGA-HW-8319	0	WT	-1009.88862	Thrombin	WT	lgg
TCGA-06-0645	0	WT	1638.14567	Thrombin	WT	gbm
TCGA-G9-6378	0	WT	-958.62756	Thrombin	WT	prad
TCGA-WB-A822	0	WT	-239.86774	Thrombin	WT	pcpg
TCGA-FS-A1ZU	0	WT	-800.58316	Thrombin	WT	skcm
TCGA-AZ-6600	0	WT	208.41738	Thrombin	WT	coad
TCGA-A2-A4RW	0	WT	-75.55044	Thrombin	WT	brca
TCGA-ET-A3DP	0	WT	-1100.24002	Thrombin	WT	thca
TCGA-CU-A3QU	0	WT	-698.90275	Thrombin	WT	blca
TCGA-CF-A1HR	0	WT	-122.38633	Thrombin	WT	blca
TCGA-BH-A202	0	WT	515.08682	Thrombin	WT	brca
TCGA-A6-2678	0	WT	583.68951	Thrombin	WT	coad
TCGA-F4-6808	0	WT	-751.26476	Thrombin	WT	coad
TCGA-B0-4693	0	WT	1390.62450	Thrombin	WT	kirc
TCGA-EE-A29B	0	WT	14.84147	Thrombin	WT	skcm
TCGA-55-8513	0	WT	1754.90590	Thrombin	WT	luad
TCGA-BQ-7046	0	WT	-1213.35852	Thrombin	WT	kirp
TCGA-D3-A3CF	0	WT	1754.75662	Thrombin	WT	skcm
TCGA-BP-4758	0	WT	1884.63230	Thrombin	WT	kirc
TCGA-BC-A10X	0	WT	91.42325	Thrombin	WT	lihc
TCGA-DK-A3WW	0	WT	1552.61925	Thrombin	WT	blca
TCGA-HT-A61C	0	WT	-188.11051	Thrombin	WT	lgg
TCGA-HI-7169	0	WT	-958.06821	Thrombin	WT	prad
TCGA-B0-4843	0	WT	687.11344	Thrombin	WT	kirc
TCGA-CK-4948	0	WT	-152.38301	Thrombin	WT	coad
TCGA-DB-A64O	0	WT	-561.96927	Thrombin	WT	lgg
TCGA-F4-6856	0	WT	-313.81485	Thrombin	WT	coad
TCGA-AO-A03R	0	WT	593.71884	Thrombin	WT	brca
TCGA-WB-A81I	0	WT	-1296.54912	Thrombin	WT	pcpg
TCGA-WB-A80N	0	WT	-358.02743	Thrombin	WT	pcpg
TCGA-S7-A7X2	0	WT	-192.26178	Thrombin	WT	pcpg
TCGA-DJ-A2QB	0	WT	-667.64433	Thrombin	WT	thca
TCGA-B8-5159	0	WT	789.24892	Thrombin	WT	kirc
TCGA-HM-A4S6	0	WT	1119.15050	Thrombin	WT	cesc
TCGA-ES-A2HS	0	WT	-502.17628	Thrombin	WT	lihc
TCGA-32-2638	0	WT	719.40088	Thrombin	WT	gbm
TCGA-CR-7404	0	WT	1048.92054	Thrombin	WT	hnsc
TCGA-55-6969	0	WT	1973.15915	Thrombin	WT	luad
TCGA-G2-A3IB	0	WT	-543.03986	Thrombin	WT	blca
TCGA-B9-A44B	0	WT	-792.80817	Thrombin	WT	kirp
TCGA-BP-5192	0	WT	-53.35418	Thrombin	WT	kirc
TCGA-AK-3455	0	WT	1566.24589	Thrombin	WT	kirc
TCGA-BP-5174	0	WT	484.16791	Thrombin	WT	kirc
TCGA-AH-6643	0	WT	-462.94773	Thrombin	WT	read
TCGA-05-4382	0	WT	1641.80143	Thrombin	WT	luad
TCGA-AR-A24R	0	WT	96.66104	Thrombin	WT	brca
TCGA-BP-4164	0	WT	317.07312	Thrombin	WT	kirc
TCGA-KN-8433	0	WT	65.58876	Thrombin	WT	kich
TCGA-FR-A69P	0	WT	-587.06426	Thrombin	WT	skcm
TCGA-D5-5539	0	WT	110.22649	Thrombin	WT	coad
TCGA-EJ-5527	0	WT	-421.55877	Thrombin	WT	prad
TCGA-N5-A4RA	0	WT	-1587.05593	Thrombin	WT	ucs
TCGA-DB-5275	0	WT	-780.73926	Thrombin	WT	lgg
TCGA-CJ-4905	0	WT	642.96335	Thrombin	WT	kirc
TCGA-21-5782	0	WT	126.88654	Thrombin	WT	lusc
TCGA-EJ-5503	0	WT	-556.17738	Thrombin	WT	prad
TCGA-55-1594	0	WT	388.80467	Thrombin	WT	luad
TCGA-GL-A4EM	0	WT	1037.57040	Thrombin	WT	kirp
TCGA-QR-A6GY	0	WT	-1236.86250	Thrombin	WT	pcpg
TCGA-75-7025	0	WT	1211.78381	Thrombin	WT	luad
TCGA-CS-6667	0	WT	-637.54476	Thrombin	WT	lgg
TCGA-E2-A1IL	0	WT	-630.84229	Thrombin	WT	brca
TCGA-KN-8418	0	WT	-1050.55355	Thrombin	WT	kich
TCGA-BH-A0BT	0	WT	-680.56375	Thrombin	WT	brca
TCGA-BQ-5894	0	WT	677.31248	Thrombin	WT	kirp
TCGA-FJ-A3Z7	0	WT	-136.91471	Thrombin	WT	blca
TCGA-95-7947	0	WT	621.22452	Thrombin	WT	luad
TCGA-86-8056	0	WT	817.28845	Thrombin	WT	luad
TCGA-BF-A1Q0	0	WT	120.64029	Thrombin	WT	skcm
TCGA-RT-A6Y9	0	WT	-429.99003	Thrombin	WT	pcpg
TCGA-67-3773	0	WT	1548.55530	Thrombin	WT	luad
TCGA-F4-6703	0	WT	1954.19064	Thrombin	WT	coad
TCGA-CU-A3KJ	0	WT	18.93623	Thrombin	WT	blca
TCGA-E2-A14P	0	WT	67.86889	Thrombin	WT	brca
TCGA-C5-A1M6	0	WT	-938.19947	Thrombin	WT	cesc
TCGA-BJ-A28R	0	WT	401.18928	Thrombin	WT	thca
TCGA-OL-A5RU	0	WT	1054.75602	Thrombin	WT	brca
TCGA-BQ-5875	0	WT	-96.90357	Thrombin	WT	kirp
TCGA-55-7728	0	WT	2426.28397	Thrombin	WT	luad
TCGA-A3-3363	0	WT	463.31120	Thrombin	WT	kirc
TCGA-DJ-A1QQ	0	WT	-466.47347	Thrombin	WT	thca
TCGA-DU-A5TS	0	WT	-588.31641	Thrombin	WT	lgg
TCGA-EM-A3AP	0	WT	-721.56794	Thrombin	WT	thca
TCGA-EW-A2FR	0	WT	235.07065	Thrombin	WT	brca
TCGA-EJ-5511	0	WT	-1186.82887	Thrombin	WT	prad
TCGA-21-5787	0	WT	1544.63606	Thrombin	WT	lusc
TCGA-CC-5260	0	WT	152.91606	Thrombin	WT	lihc
TCGA-AA-3662	0	WT	639.24030	Thrombin	WT	coad
TCGA-76-4932	0	WT	-44.38260	Thrombin	WT	gbm
TCGA-05-4433	0	WT	1499.06933	Thrombin	WT	luad
TCGA-B6-A0IC	0	WT	-859.71380	Thrombin	WT	brca
TCGA-FW-A5DY	0	WT	2207.77331	Thrombin	WT	skcm
TCGA-D8-A1XL	0	WT	1044.26337	Thrombin	WT	brca
TCGA-OL-A5RZ	0	WT	-810.62683	Thrombin	WT	brca
TCGA-EI-6509	0	WT	-738.54153	Thrombin	WT	read
TCGA-KO-8415	0	WT	-1110.72289	Thrombin	WT	kich
TCGA-A6-6648	0	WT	-605.24758	Thrombin	WT	coad
TCGA-KO-8408	0	WT	-954.26028	Thrombin	WT	kich
TCGA-E9-A1NA	0	WT	450.28738	Thrombin	WT	brca
TCGA-D3-A3MO	0	WT	-785.67488	Thrombin	WT	skcm
TCGA-55-8508	0	WT	728.08244	Thrombin	WT	luad
TCGA-AR-A24Q	0	WT	343.39107	Thrombin	WT	brca
TCGA-HC-A6AO	0	WT	-122.49979	Thrombin	WT	prad
TCGA-AK-3444	0	WT	631.25717	Thrombin	WT	kirc
TCGA-CJ-4892	0	WT	1426.76230	Thrombin	WT	kirc
TCGA-AO-A12H	0	WT	-335.75214	Thrombin	WT	brca
TCGA-E2-A109	0	WT	-339.53159	Thrombin	WT	brca
TCGA-ER-A19J	0	WT	-151.05783	Thrombin	WT	skcm
TCGA-CV-5434	0	WT	737.89940	Thrombin	WT	hnsc
TCGA-DY-A1H8	0	WT	-952.23491	Thrombin	WT	read
TCGA-FS-A4F4	0	WT	762.29016	Thrombin	WT	skcm
TCGA-38-4629	0	WT	1883.89940	Thrombin	WT	luad
TCGA-BH-A0DH	0	WT	-97.69040	Thrombin	WT	brca
TCGA-BH-A0BQ	0	WT	452.38153	Thrombin	WT	brca
TCGA-FE-A23A	0	WT	856.28815	Thrombin	WT	thca
TCGA-CZ-4866	0	WT	782.31369	Thrombin	WT	kirc
TCGA-DU-7304	0	WT	-1341.20521	Thrombin	WT	lgg
TCGA-ER-A19Q	0	WT	1519.51908	Thrombin	WT	skcm
TCGA-55-A48X	0	WT	1495.84455	Thrombin	WT	luad
TCGA-A8-A084	0	WT	-557.03392	Thrombin	WT	brca
TCGA-G3-A5SI	0	WT	-841.27459	Thrombin	WT	lihc
TCGA-D6-6824	0	WT	1198.99480	Thrombin	WT	hnsc
TCGA-FY-A40K	0	WT	530.84942	Thrombin	WT	thca
TCGA-BP-4975	0	WT	532.59400	Thrombin	WT	kirc
TCGA-DB-A4XE	0	WT	-916.22537	Thrombin	WT	lgg
TCGA-CZ-5469	0	WT	-1138.29964	Thrombin	WT	kirc
TCGA-E8-A44M	0	WT	1861.71826	Thrombin	WT	thca
TCGA-CM-4743	0	WT	149.88885	Thrombin	WT	coad
TCGA-B9-4115	0	WT	387.76925	Thrombin	WT	kirp
TCGA-AQ-A04J	0	WT	1321.34493	Thrombin	WT	brca
TCGA-EJ-8468	0	WT	-288.67759	Thrombin	WT	prad
TCGA-CV-6955	0	WT	736.42214	Thrombin	WT	hnsc
TCGA-DU-A5TW	0	WT	-915.91387	Thrombin	WT	lgg
TCGA-N6-A4VF	0	WT	1164.70948	Thrombin	WT	ucs
TCGA-E1-5319	0	WT	-743.20888	Thrombin	WT	lgg
TCGA-S7-A7X1	0	WT	-367.34412	Thrombin	WT	pcpg
TCGA-FV-A4ZQ	0	WT	1301.65117	Thrombin	WT	lihc
TCGA-HT-7694	0	WT	-1587.57674	Thrombin	WT	lgg
TCGA-OR-A5K2	0	WT	-587.91657	Thrombin	WT	acc
TCGA-69-8255	0	WT	1350.22316	Thrombin	WT	luad
TCGA-AR-A0TS	0	WT	1650.26174	Thrombin	WT	brca
TCGA-44-3918	0	WT	2303.99799	Thrombin	WT	luad
TCGA-67-6217	0	WT	1251.38942	Thrombin	WT	luad
TCGA-78-7153	0	WT	31.05731	Thrombin	WT	luad
TCGA-DG-A2KH	0	WT	-712.90374	Thrombin	WT	cesc
TCGA-AR-A1AX	0	WT	1668.88670	Thrombin	WT	brca
TCGA-DU-6400	0	WT	-1179.74850	Thrombin	WT	lgg
TCGA-CV-6936	0	WT	726.18464	Thrombin	WT	hnsc
TCGA-KN-8422	0	WT	-517.81479	Thrombin	WT	kich
TCGA-HT-A5RA	0	WT	-303.60240	Thrombin	WT	lgg
TCGA-AO-A126	0	WT	56.42629	Thrombin	WT	brca
TCGA-DJ-A2PT	0	WT	1040.69457	Thrombin	WT	thca
TCGA-BP-4759	0	WT	747.00961	Thrombin	WT	kirc
TCGA-DM-A1DB	0	WT	-531.63155	Thrombin	WT	coad
TCGA-CS-6188	0	WT	-42.51169	Thrombin	WT	lgg
TCGA-IB-7886	0	WT	695.38439	Thrombin	WT	paad
TCGA-BH-A0E2	0	WT	-270.67577	Thrombin	WT	brca
TCGA-ET-A39I	0	WT	-1113.17438	Thrombin	WT	thca
TCGA-99-7458	0	WT	1603.90992	Thrombin	WT	luad
TCGA-33-4532	0	WT	-715.93182	Thrombin	WT	lusc
TCGA-D9-A4Z2	0	WT	-431.40289	Thrombin	WT	skcm
TCGA-ET-A25J	0	WT	-329.33916	Thrombin	WT	thca
TCGA-N5-A4RF	0	WT	-192.98132	Thrombin	WT	ucs
TCGA-EM-A1CT	0	WT	-1271.92681	Thrombin	WT	thca
TCGA-FS-A4FB	0	WT	-973.76026	Thrombin	WT	skcm
TCGA-C5-A7CJ	0	WT	982.59391	Thrombin	WT	cesc
TCGA-BC-A217	0	WT	108.34528	Thrombin	WT	lihc
TCGA-E9-A1N3	0	WT	-1020.35211	Thrombin	WT	brca
TCGA-EJ-7115	0	WT	-935.98781	Thrombin	WT	prad
TCGA-C5-A7CO	0	WT	70.09473	Thrombin	WT	cesc
TCGA-A4-8312	0	WT	-439.49540	Thrombin	WT	kirp
TCGA-FG-6692	0	WT	-160.01174	Thrombin	WT	lgg
TCGA-HC-A48F	0	WT	-1511.38624	Thrombin	WT	prad
TCGA-EE-A2GP	0	WT	509.72063	Thrombin	WT	skcm
TCGA-95-7039	0	WT	326.89605	Thrombin	WT	luad
TCGA-95-A4VP	0	WT	984.41973	Thrombin	WT	luad
TCGA-BJ-A4O9	0	WT	-959.59338	Thrombin	WT	thca
TCGA-EE-A29S	351	Rest	366.49049	Thrombin	Gene	skcm
TCGA-OR-A5LD	0	WT	-1282.51068	Thrombin	WT	acc
TCGA-22-5489	0	WT	1659.65442	Thrombin	WT	lusc
TCGA-AG-4021	0	WT	-432.19954	Thrombin	WT	read
TCGA-BH-A18R	0	WT	-351.74394	Thrombin	WT	brca
TCGA-28-5216	0	WT	24.95441	Thrombin	WT	gbm
TCGA-DU-6407	0	WT	-722.99470	Thrombin	WT	lgg
TCGA-38-A44F	0	WT	1875.61755	Thrombin	WT	luad
TCGA-A8-A08J	0	WT	-87.98509	Thrombin	WT	brca
TCGA-KM-8441	0	WT	-256.16106	Thrombin	WT	kich
TCGA-50-5045	0	WT	2418.36269	Thrombin	WT	luad
TCGA-B0-5692	0	WT	2037.15650	Thrombin	WT	kirc
TCGA-E1-5302	0	WT	107.60797	Thrombin	WT	lgg
TCGA-ED-A7PZ	0	WT	-969.50140	Thrombin	WT	lihc
TCGA-CK-5915	0	WT	-1058.48112	Thrombin	WT	coad
TCGA-ER-A19H	0	WT	597.17129	Thrombin	WT	skcm
TCGA-A8-A09W	0	WT	44.55668	Thrombin	WT	brca
TCGA-60-2726	0	WT	392.90067	Thrombin	WT	lusc
TCGA-BH-A0BD	0	WT	559.78627	Thrombin	WT	brca
TCGA-BH-A0DE	0	WT	443.89690	Thrombin	WT	brca
TCGA-A4-A5Y1	0	WT	15.98296	Thrombin	WT	kirp
TCGA-NF-A4WU	0	WT	-1307.30666	Thrombin	WT	ucs
TCGA-SR-A6MQ	0	WT	-900.21178	Thrombin	WT	pcpg
TCGA-QB-A6FS	0	WT	1595.71795	Thrombin	WT	skcm
TCGA-RW-A67X	0	WT	262.09700	Thrombin	WT	pcpg
TCGA-62-8395	0	WT	175.29676	Thrombin	WT	luad
TCGA-DD-A11A	0	WT	-653.42912	Thrombin	WT	lihc
TCGA-N8-A4PL	0	WT	-1551.66507	Thrombin	WT	ucs
TCGA-ED-A459	0	WT	85.68305	Thrombin	WT	lihc
TCGA-B6-A0WZ	0	WT	-743.24819	Thrombin	WT	brca
TCGA-S7-A7WU	0	WT	-966.47230	Thrombin	WT	pcpg
TCGA-EE-A2MS	0	WT	82.43499	Thrombin	WT	skcm
TCGA-AN-A04A	0	WT	-354.83594	Thrombin	WT	brca
TCGA-CZ-5460	0	WT	1410.22358	Thrombin	WT	kirc
TCGA-D8-A27T	0	WT	609.05641	Thrombin	WT	brca
TCGA-44-6147	0	WT	1026.48355	Thrombin	WT	luad
TCGA-DC-6158	0	WT	440.97973	Thrombin	WT	read
TCGA-DD-A116	0	WT	-96.00090	Thrombin	WT	lihc
