TCGA	Tissue	ESTIMATE	Protein	CDH11	CDH1	CTNNB1	CD3E	CD8A
TCGA-A8-A094	brca	1005.93353	-0.403631590790006	10.9875	13.6928	13.0547	8.7776	8.5609
TCGA-AN-A0FF	brca	470.21211	0.170197515927813	11.1663	13.8276	13.3476	8.2015	7.4939
TCGA-BH-A0HY	brca	-795.08168	-1.01079163649375	11.5681	13.9638	12.8418	6.1542	6.5031
TCGA-E3-A3E3	thca	-462.08030	0.395928556876772	7.9641	14.0501	13.9287	6.3156	5.8211
TCGA-B8-5158	kirc	1408.82007	0.702029823431165	10.8778	11.0451	12.6256	9.0222	9.7115
TCGA-CM-4744	coad	169.40394	0.587096341120768	7.1107	13.2356	13.8133	8.1785	9.0967
TCGA-EM-A22I	thca	-98.06538	0.691673362197607	9.4427	14.0926	14.1793	7.0214	5.8345
TCGA-A7-A3RF	brca	-914.28210	-0.366779273	9.647	13.2467	12.2727	4.2241	5.5832
TCGA-HC-7210	prad	-287.76300	0.912420620848644	10.0025	14.2509	13.4453	7.4358	7.6735
TCGA-G2-A2ES	blca	376.45596	-0.358932769	9.4985	12.7883	12.6435	7.8173	7.203
TCGA-EW-A1PD	brca	-463.13632	-1.06904934376248	11.5591	14.765	13.2037	5.8593	5.6129
TCGA-E2-A15C	brca	-307.53677	-0.460755149925463	11.7669	13.0164	13.4718	7.4774	7.503
TCGA-D3-A1Q7	skcm	2378.16395	-0.9814079965	9.4175	11.5802	14.2366	10.5709	11.5651
TCGA-DV-5566	kirc	411.73959	0.910148502779162	9.5987	11.2439	12.5365	7.6408	7.8078
TCGA-EJ-A46B	prad	-1274.02558	-0.528261940676637	7.7955	13.732	12.7637	5.8947	6.0961
TCGA-D5-6529	coad	837.63050	-3.46660171614978	11.3416	13.2837	13.2561	8.7571	7.4546
TCGA-44-2657	luad	2387.91233	-0.317591734527906	10.5951	11.8858	12.7007	10.8387	9.7248
TCGA-BP-4964	kirc	969.94601	-0.335911909155261	10.1215	11.2	12.6938	9.1063	9.0483
TCGA-EL-A3D1	thca	7.05334	0.981655216055521	8.1389	13.6938	12.7901	6.5841	5.6378
TCGA-FS-A1Z4	skcm	1924.31170	-0.874229605	9.8348	11.7956	12.5365	10.5276	8.7005
TCGA-CE-A13K	thca	-282.57095	0.238901069258316	8.146	13.5185	14.2793	6.7644	7.2844
TCGA-ER-A2NC	skcm	971.03833	-0.50766826	8.6941	2.8443	13.4686	7.0277	7.6748
TCGA-E3-A3DY	thca	134.85086	0.692149115964967	9.4235	14.2848	13.9918	7.3985	7.7834
TCGA-DH-5140	lgg	-1031.35025	-0.149174457398464	10.5036	6.8092	13.021	4.802	6.0259
TCGA-BP-5200	kirc	1327.16371	0.0153711065644995	10.386	11.3425	13.6869	9.4727	10.0877
TCGA-DJ-A3VK	thca	-363.30056	1.09613323662642	6.4222	12.9407	13.3151	6.1371	6.9143
TCGA-B0-5110	kirc	740.69958	0.586297254989505	10.1112	9.8285	13.4009	7.9333	8.0507
TCGA-A8-A07Z	brca	100.37979	0.440815266257706	9.3257	14.7931	12.7931	7.1144	6.8204
TCGA-DU-A5TU	lgg	461.20881	0.489042043217889	10.7137	5.3195	12.1256	2.8773	3.6353
TCGA-DM-A28M	coad	-747.73948	1.10663043541544	6.3463	13.9137	12.6941	6.0778	2.9156
TCGA-BP-4981	kirc	981.84467	0.183763968597663	8.5325	11.2799	11.8073	9.4104	8.6894
TCGA-BH-A0E7	brca	-853.84821	0.0399480584653363	10.8061	14.0501	13.3015	3.7098	3.6777
TCGA-KK-A59Z	prad	-523.63328	0.288056664528051	9.7378	12.3101	12.8271	7.0874	6.7955
TCGA-EE-A181	skcm	1419.94014	0.0875832700000001	6.4738	11.6643	13.971	9.5938	10.2557
TCGA-EI-6514	read	-396.85632	2.54434602983157	10.3486	14.7927	14.3114	6.092	4.1631
TCGA-CH-5753	prad	-668.30137	0.432924417517582	8.3755	14.1859	12.5036	7.0641	6.3359
TCGA-C4-A0F6	blca	-374.56860	0.3517227395	10.1438	13.8343	12.8057	6.594	6.1767
TCGA-CZ-5457	kirc	984.19336	0.0312284968195627	8.879	13.4117	12.7111	5.109	4.4918
TCGA-ER-A19A	skcm	2843.04667	-0.5716526545	11.8307	9.9334	13.7251	10.7091	10.9373
TCGA-ER-A193	skcm	1201.27986	-0.2308049945	10.4173	10.704	14.7293	9.4743	10.2311
TCGA-ER-A198	skcm	703.83244	0.760366934	8.0491	13.981	15.0148	8.0259	6.9385
TCGA-CH-5764	prad	-742.19542	-0.482612557240659	8.8732	13.0076	13.1447	7.3722	8.1071
TCGA-EL-A3D6	thca	706.75366	0.0987181838869973	10.7917	14.6181	14.0028	8.6265	7.4515
TCGA-AF-5654	read	-836.34205	0.963310668713134	8.3236	13.6119	13.2541	6.2495	3.3574
TCGA-HW-8321	lgg	-523.94974	0.663055749435171	10.7667	7.5576	12.4986	3.5055	3.8989
TCGA-B0-4845	kirc	336.74135	0.118816775002066	9.2972	10.2513	12.8413	7.9077	6.1465
TCGA-FY-A3ON	thca	-26.74310	0.9473178686521	9.0474	14.182	13.2441	7.6467	7.6762
TCGA-49-6761	luad	1072.12322	0.804674021399781	10.4475	13.7028	14.8017	9.2113	9.035
TCGA-B6-A0RP	brca	192.49532	-0.8255945075	11.9661	12.8841	13.9561	8.0063	8.3102
TCGA-ER-A19F	skcm	-212.67207	-0.502358052	8.2477	9.8946	14.8443	6.7374	6.6498
TCGA-CV-5436	hnsc	-59.40607	0.340072640593082	12.5628	11.7843	11.9953	7.5429	6.9657
TCGA-E2-A152	brca	-31.18694	0.0401183302145509	11.9661	15.028	13.1105	6.4606	6.085
TCGA-BP-5183	kirc	1436.06758	0.506279087502969	7.5173	10.9451	12.4434	9.699	10.1304
TCGA-AQ-A1H2	brca	-191.76807	1.45981811717195	9.7478	12.831	13.4605	5.6844	6.2811
TCGA-A8-A086	brca	-387.05247	-0.379779055	11.8848	12.9756	13.5256	5.1448	6.1813
TCGA-EW-A2FW	brca	-679.04471	0.7379596335	10.4744	14.3365	12.7517	6.4547	6.1716
TCGA-DA-A1HV	skcm	1547.10827	-0.9188992025	7.0805	8.3262	13.1123	9.7353	10.2886
TCGA-FG-5963	lgg	-1107.52096	-0.442204071453749	11.7676	8.8825	14.0203	3.4787	7.0138
TCGA-A8-A08T	brca	-383.51446	0.0602688066029274	11.7085	13.4231	13.5316	6.6318	6.5675
TCGA-B0-5693	kirc	77.72499	0.280128111319619	10.0938	10.8387	13.3156	6.0875	6.0626
TCGA-A6-5656	coad	-730.62875	0.97031609601997	8.2219	14.0118	13.6615	5.6972	4.8683
TCGA-D9-A1JW	skcm	1396.12790	0.1355990175	8.262	14.1801	14.0742	9.9105	9.6181
TCGA-EE-A185	skcm	-1270.83955	0.3441507135	5.7411	13.2122	15.0297	2.4383	1.6825
TCGA-CH-5765	prad	-1373.43678	0.852696140912055	8.4664	14.1734	13.2753	5.4491	5.2513
TCGA-B0-4706	kirc	555.50882	0.606863266233479	10.0567	10.1715	11.8894	9.2849	9.47
TCGA-05-5425	luad	1753.64771	0.125058863436499	10.1896	12.8386	13.2598	9.3475	9.807
TCGA-EE-A29V	skcm	-683.72619	-0.938771628651518	8.3147	9.7495	14.5198	5.0088	3.7648
TCGA-DU-7302	lgg	-1476.98013	0.571723604354357	10.4089	5.8303	13.0205	1.2408	4.4901
TCGA-CV-7415	hnsc	626.18335	0.294354705774612	9.9739	13.6077	13.514	8.6234	8.4982
TCGA-EJ-7791	prad	-644.60904	0.315942213569416	10.2994	14.027	13.2128	7.2805	6.8678
TCGA-E2-A15L	brca	-546.68924	-1.86229782701978	12.0616	8.7906	14.0141	4.5637	3.5664
TCGA-EL-A3N3	thca	1101.49778	0.288464340008609	7.995	13.8137	13.1603	9.275	8.3387
TCGA-DB-5273	lgg	161.29708	1.16272259655822	10.7479	6.9791	13.1137	3.506	3.6076
TCGA-CJ-4894	kirc	1747.39637	0.180985241461879	9.5554	11.3845	13.0178	10.1873	11.2736
TCGA-64-1680	luad	226.41807	0.859435241612846	12.6545	13.1737	14.4212	7.4023	6.7127
TCGA-06-2562	gbm	375.09976	0.723956745081531	11.4438	6.0527	13.1489	2.0478	4.1713
TCGA-D8-A1XO	brca	229.64389	-1.34009991552797	12.4392	12.173	14.0017	7.3337	7.8622
TCGA-CV-7425	hnsc	1019.40281	0.648998366778345	7.74	13.6778	12.3439	9.5671	8.9546
TCGA-A2-A1FW	brca	-608.68426	0.288427258	11.1545	14.0776	13.5397	7.0132	6.4729
TCGA-DU-6399	lgg	-50.90523	0.224660044875736	10.4386	8.4915	13.1065	2.9441	3.6688
TCGA-CN-5366	hnsc	376.75508	-0.361041252180627	9.9946	13.5252	12.7152	8.2136	8.3516
TCGA-55-1596	luad	115.67065	-0.402747062604766	9.2476	13.7599	13.0898	7.7972	7.5734
TCGA-CJ-4903	kirc	1245.82841	0.206788997218149	10.1288	11.7152	12.5661	9.5421	9.6955
TCGA-CQ-5325	hnsc	2060.92219	-0.760127424299817	10.1971	13.0003	11.9958	10.1161	10.2572
TCGA-67-6215	luad	693.23306	0.676495282090483	13.7209	14.2854	13.4889	6.8543	5.9031
TCGA-CV-6942	hnsc	1607.24975	-1.11504956136925	10.987	12.1046	12.71	9.6251	9.6929
TCGA-HC-7081	prad	-105.83062	1.3317505124192	11.6304	13.9557	13.1099	7.2249	6.5938
TCGA-A6-5667	coad	-584.52826	1.98330976872707	9.9371	14.0749	13.1259	6.3571	5.7434
TCGA-BJ-A28T	thca	1964.82285	0.660979994334755	9.8106	14.1079	13.129	10.5375	10.5656
TCGA-CA-6719	coad	90.38981	1.60144072386731	11.0116	13.7258	13.5694	7.4033	6.9686
TCGA-BP-4329	kirc	1125.90696	0.418999203838482	10.2714	11.1582	12.9946	8.4736	8.265
TCGA-DJ-A3VB	thca	349.47544	0.131352993388138	9.7132	14.0365	13.1003	8.2006	7.5386
TCGA-CJ-4918	kirc	1332.87798	0.113764885948749	11.4888	10.2054	13.5711	9.2172	9.0805
TCGA-DJ-A2PV	thca	-62.31175	0.255314426052502	9.0315	13.9176	14.1874	6.5943	6.8775
TCGA-D8-A142	brca	229.14000	0.00449813682567635	11.9174	12.9823	14.0378	7.8765	7.6026
TCGA-35-4122	luad	2295.03961	-0.312081222153465	10.6025	12.584	13.2894	9.3746	9.7812
TCGA-CN-6995	hnsc	1090.73430	-0.36516552063927	7.6729	12.9348	12.9949	9.7039	9.4777
TCGA-A2-A0SU	brca	-94.55685	-0.070788750263035	11.4071	12.9169	13.6439	8.4321	7.6399
TCGA-B0-5119	kirc	708.19920	0.99080650083682	10.2557	11.4119	12.9546	8.6365	9.8033
TCGA-AN-A0AM	brca	359.36978	-0.541853427	11.0912	13.6765	12.9382	8.4398	7.5457
TCGA-FE-A230	thca	597.05629	0.46437488193132	10.2425	13.9975	14.0762	8.7371	8.7751
TCGA-ET-A39J	thca	-588.84460	1.62486164271189	9.0859	14.5423	13.7683	4.8867	5.0712
TCGA-69-7765	luad	1079.11780	-0.376620090633444	12.137	13.4803	14.1786	8.7051	8.0837
TCGA-A8-A09X	brca	1204.71604	-1.57907873665101	11.2745	8.1817	12.4147	9.6929	9.3906
TCGA-34-5927	lusc	-790.42968	0.573545037714737	9.2136	13.7921	13.3043	7.0643	6.2788
TCGA-67-3771	luad	1066.72191	-1.2064354319916	10.2921	13.173	13.0454	8.5852	8.5329
TCGA-DU-7018	lgg	-1469.91987	0.0278679351513846	9.729	1.3211	12.665	1.4585	0.9993
TCGA-F5-6861	read	-531.34343	0.946435577689178	9.2309	13.8306	13.3236	5.807	5.9759
TCGA-DT-5265	read	99.53209	0.877910357061683	10.8286	13.0582	13.1686	5.8818	5.5191
TCGA-AO-A03P	brca	-534.18384	-0.486961121	10.3241	13.624	13.209	6.2313	5.8933
TCGA-B0-5085	kirc	591.03057	0.0694353335468999	8.1647	10.7464	11.9261	8.6328	7.9544
TCGA-AN-A0AK	brca	-305.37997	-1.315702726	9.5587	14.2681	12.1962	7.1202	6.313
TCGA-EL-A3CL	thca	-580.12363	0.0325503361381265	7.2707	13.7891	13.8297	5.5848	6.1079
TCGA-HT-7882	lgg	1636.15478	0.270347619813444	12.8919	5.309	13.5503	7.6517	8.0054
TCGA-DU-6402	lgg	341.41836	0.575285004583066	11.7439	6.7822	12.966	7.177	7.1738
TCGA-BH-A0BF	brca	1896.08422	-0.275568571884878	12.7961	12.3367	13.0129	10.2854	10.0008
TCGA-ET-A2N4	thca	-445.78777	1.22488905916518	4.7622	12.6965	13.6676	4.9241	6.2515
TCGA-BJ-A45K	thca	-1237.33295	0.352812273218805	5.3816	14.0177	12.9571	3.4051	6.3467
TCGA-HT-7609	lgg	-201.95417	0.0155278241949486	10.4235	6.2349	12.7575	1.1159	0.8304
TCGA-B0-5108	kirc	2022.83367	0.298147510864235	11.1358	8.8034	13.2817	9.6341	8.913
TCGA-CQ-5331	hnsc	1468.26548	-0.108464904631303	8.4001	13.6395	13.1509	9.2605	9.2665
TCGA-EM-A1CV	thca	-619.64236	0.826833933539599	7.3546	14.0886	14.3833	5.0403	5.6486
TCGA-BH-A1EV	brca	183.86423	0.234208198	11.9494	13.6114	13.4062	4.3231	4.5067
TCGA-AC-A2QI	brca	481.78450	-2.209494626	11.5626	11.1243	13.6395	8.4067	8.163
TCGA-73-7499	luad	1678.32505	-0.241353584987811	10.0825	12.9936	12.8973	10.2287	10.438
TCGA-CV-6934	hnsc	1221.22943	0.4359903355237	5.8344	13.4235	13.2345	7.6656	8.1873
TCGA-E7-A3X6	blca	578.25661	0.971657829071951	8.323	13.6691	12.8981	8.7259	8.2224
TCGA-FC-7961	prad	-729.95471	0.967606444431199	10.8667	13.0482	13.237	7.0999	7.2138
TCGA-55-7911	luad	1628.37108	0.593653767892093	10.4078	13.9826	15.5697	10.0095	9.9155
TCGA-HT-7902	lgg	-903.28189	0.916093331056695	10.0594	9.1746	12.6463	4.753	4.4325
TCGA-BH-A18T	brca	-227.95794	-0.977584740792404	9.5172	13.1465	13.0599	6.8571	6.9955
TCGA-EM-A2OV	thca	-980.42010	-0.111975007066104	4.9085	14.3771	12.8112	4.837	5.2067
TCGA-HT-8015	lgg	-576.71572	0.584778383515492	9.9508	5.8413	12.6902	5.2744	6.4801
TCGA-D3-A3MV	skcm	-509.31051	0.0737622705	8.1918	11.6247	15.2823	4.9673	4.4803
TCGA-CJ-4876	kirc	500.77924	0.211476266340533	8.6771	10.9741	11.7133	9.994	10.557
TCGA-EL-A3GX	thca	658.76202	0.75764882820712	8.6283	14.2131	13.9628	7.1618	7.101
TCGA-CA-6718	coad	926.10206	-0.496433876865779	9.66	13.2235	13.8331	8.8754	8.5088
TCGA-F4-6463	coad	-401.23313	0.446848855649242	10.8595	13.8049	13.916	7.2992	6.7616
TCGA-E8-A437	thca	-477.21311	-0.0308820308011404	8.0412	13.4381	12.5711	6.4516	5.5504
TCGA-44-3396	luad	2336.80160	-1.37924566405244	11.8105	13.7046	14.675	9.3053	9.4379
TCGA-C8-A12K	brca	1958.15647	-0.177949637789497	9.864	13.4157	12.9248	9.9087	9.8453
TCGA-BH-A0H6	brca	-614.73879	-0.744780918986198	11.7484	13.3379	12.7734	4.8367	5.7582
TCGA-80-5611	luad	1564.19147	-0.470398618278613	8.7545	12.201	12.9605	8.4348	7.0922
TCGA-E9-A22D	brca	2123.43935	0.0280607035	11.2507	12.6774	12.7875	11.2035	11.5557
TCGA-22-5471	lusc	1857.86434	-0.491779892678845	9.7607	13.6192	12.9429	10.2031	10.6918
TCGA-AR-A256	brca	-96.15749	0.511575986234033	9.6904	13.5049	13.4586	6.3484	6.2452
TCGA-D5-6541	coad	625.09411	-1.43314701115846	11.2938	14.1881	14.2729	7.8211	8.1737
TCGA-BT-A20J	blca	1313.92036	0.20680091	7.4761	12.6702	12.9282	8.9149	8.3122
TCGA-D8-A1XG	brca	-560.77515	0.727351377254712	11.0917	14.1613	13.2759	2.9213	4.202
TCGA-B8-4620	kirc	1305.78585	-1.71198510942626	11.9179	10.7603	12.8162	7.9263	6.9904
TCGA-CJ-4882	kirc	2009.74501	-0.791036213359104	10.9425	10.5656	12.6729	11.0914	10.3907
TCGA-BP-4970	kirc	1644.08666	-0.519849289220797	10.0971	11.3839	12.85	9.4697	9.7363
TCGA-A6-6138	coad	960.11176	1.3337289022156	10.0958	14.5323	13.7624	8.8604	8.9182
TCGA-CJ-4874	kirc	1496.65139	0.00805474748338086	9.8717	10.8453	13.4012	9.705	10.9116
TCGA-HT-7881	lgg	-1598.20760	1.3260685244603	9.4595	6.283	12.5714	2.6822	5.5871
TCGA-EE-A2GR	skcm	-1121.23982	1.2292310285	8.0792	14.6109	15.6087	3.1598	2.8612
TCGA-BH-A18Q	brca	-345.48625	0.094385061001222	10.0997	13.4183	13.8721	8.0072	8.3576
TCGA-D8-A27I	brca	658.73424	-1.3395633205	11.5724	10.8669	13.6332	9.0672	7.846
TCGA-DU-7010	lgg	-927.19169	0.948367172557898	11.0246	8.4325	13.0019	2.9318	3.3706
TCGA-B0-4844	kirc	767.51567	0.0608390730251335	9.789	11.5878	11.9692	9.0141	9.2966
TCGA-33-4566	lusc	1248.53849	1.15492913038405	9.2317	10.9031	13.6822	9.1898	9.2865
TCGA-DB-5276	lgg	144.04263	0.695413182041109	10.6161	7.7786	12.7268	5.2614	6.3769
TCGA-CM-6162	coad	1169.04835	-0.122363296124811	11.7893	13.7884	14.1138	8.4945	8.4781
TCGA-BT-A20Q	blca	487.05615	0.145921425	11.0208	13.8055	13.1063	8.5933	7.8577
TCGA-HT-7468	lgg	-989.24417	0.553192371136741	10.1429	8.5535	13.3876	4.2969	4.067
TCGA-CV-5441	hnsc	-23.81934	-0.288406142935376	8.9572	13.0837	12.1253	7.6908	7.0663
TCGA-AR-A0TX	brca	1186.30346	-0.781199335112133	11.8816	14.8836	12.5974	9.4069	9.0671
TCGA-G9-6343	prad	-1040.47749	-0.670052921505141	7.5931	12.7137	12.42	7.0623	5.9637
TCGA-E2-A1LL	brca	-658.57111	-0.531342841882128	9.3993	13.3569	13.4044	5.8581	3.5777
TCGA-EI-6882	read	-94.93401	1.34905326755153	10.7694	13.8035	13.2582	6.6007	6.784
TCGA-AN-A04D	brca	-1238.48172	-0.77427207	7.9376	12.483	12.3459	4.8969	4.0735
TCGA-FD-A3NA	blca	175.82884	-0.163250189	9.1565	12.9042	12.8166	7.779	7.7415
TCGA-E2-A10A	brca	-186.68118	0.3662086795	11.0578	12.9551	13.1039	5.5317	5.0587
TCGA-DA-A1I5	skcm	1795.93072	-0.2116068195	10.4073	12.3018	13.8251	9.841	9.4468
TCGA-39-5019	lusc	492.87301	-0.3365459562782	10.9588	13.2863	13.2279	8.5846	8.329
TCGA-CJ-5676	kirc	1531.96444	0.556373176444172	10.2488	11.642	12.2027	10.102	9.7108
TCGA-FG-7638	lgg	-1050.19512	-0.0122594810303891	10.0738	8.5077	12.7595	3.6677	4.264
TCGA-DU-8166	lgg	-574.13871	1.53073654017654	10.413	9.4597	13.061	2.2653	3.8406
TCGA-EE-A3J3	skcm	347.05407	0.161398904	10.9732	12.7361	13.6523	7.8308	7.4782
TCGA-A8-A09E	brca	-680.44232	-0.47143473874432	9.8507	14.2878	13.5908	5.6501	5.3816
TCGA-E2-A156	brca	-788.15094	0.949299914569736	8.7872	13.2435	13.9606	2.1983	1.657
TCGA-BP-5173	kirc	1263.87677	0.17849685362495	8.9432	10.2822	12.8512	10.1144	10.8548
TCGA-EJ-5514	prad	-309.24747	0.666378762204044	10.3756	14.4517	13.5494	7.0242	6.313
TCGA-AZ-6599	coad	202.78536	2.56565154999149	8.7848	14.0758	13.0129	7.405	6.9444
TCGA-CH-5788	prad	-1130.94361	0.975831487192986	9.4677	12.8827	12.8599	4.7916	3.806
TCGA-50-5933	luad	1889.14530	0.358906709458281	12.4069	12.7083	14.1347	8.0845	7.5837
TCGA-BH-A2L8	brca	1514.12205	-0.9709465055	11.8413	11.6261	13.0659	10.3975	10.0171
TCGA-G4-6310	coad	-1137.87230	0.671630341986033	8.8798	14.2716	13.8334	3.4236	3.2069
TCGA-EJ-7785	prad	-483.12813	0.285574116166462	9.9275	13.3916	13.1088	7.3172	6.8464
TCGA-A2-A0EQ	brca	1791.19083	-0.757300159189296	10.4904	13.4576	13.0405	10.8247	9.5815
TCGA-EE-A182	skcm	728.67751	-0.764482165563456	8.7299	13.1006	12.8448	8.7534	6.9866
TCGA-AR-A24Z	brca	-400.80677	0.790691539516239	10.548	14.4064	12.8661	6.113	5.9937
TCGA-37-4135	lusc	393.85416	1.10735904779836	8.5895	11.819	13.3054	6.8251	7.7678
TCGA-66-2773	lusc	1097.83714	0.58218694842033	10.185	12.6116	13.574	8.6292	8.7494
TCGA-A2-A25A	brca	525.30299	-1.02973722006001	11.5183	11.4143	13.5524	8.6857	8.6133
TCGA-AG-3742	read	620.32335	1.92357682738064	10.1288	13.9764	13.7087	5.8244	5.2704
TCGA-HT-7472	lgg	94.05877	0.492929338384318	10.3853	8.9611	12.9665	4.3979	4.55
TCGA-A6-5660	coad	-364.43620	1.61524887365347	10.086	13.1737	13.7192	5.9238	5.0724
TCGA-A2-A0T4	brca	576.87465	-1.25928824255688	11.5519	10.7595	13.3614	8.5178	8.4287
TCGA-BL-A3JM	blca	-708.01182	-0.9576489425	9.8108	12.474	13.3962	6.6493	7.7321
TCGA-EL-A3T6	thca	1011.13115	0.27199089210452	8.5375	14.3752	13.3183	9.1413	9.7072
TCGA-DY-A1DG	read	-824.69399	1.83102903231474	6.6728	13.956	12.4015	5.9726	5.2948
TCGA-55-6982	luad	2259.28601	0.628225695619623	12.1214	14.1766	14.0735	7.8431	7.4147
TCGA-EW-A1P1	brca	913.44635	-0.00313641610211784	11.9825	12.5738	13.5469	9.0273	8.7918
TCGA-50-5932	luad	-21.10208	0.325174307343549	9.7698	14.0189	13.0738	6.3801	5.8251
TCGA-D8-A1JD	brca	302.27244	-0.00596378180378254	12.4917	13.1595	13.3304	7.4381	6.3786
TCGA-A7-A0CE	brca	-580.54757	0.0377846645451444	9.3943	13.4075	12.9856	6.0757	6.5213
TCGA-B0-5402	kirc	74.56830	0.333748405900022	10.1592	12.118	12.902	8.2898	7.6026
TCGA-EE-A29H	skcm	440.49661	0.2448201385	8.5399	14.4458	14.8892	8.0163	7.7424
TCGA-BF-A3DN	skcm	-596.92506	0.230063407	9.3563	12.5825	14.7895	5.7094	5.0898
TCGA-A2-A3XV	brca	-73.03209	-0.614854747	8.6521	13.3568	11.7354	6.5858	4.8981
TCGA-22-4607	lusc	450.67457	0.856057384180292	10.1263	12.1873	12.4784	7.0827	6.3879
TCGA-EW-A1P8	brca	861.25640	-0.466293633214391	9.3776	12.6683	13.1595	7.6329	6.872
TCGA-55-7815	luad	1254.93374	0.904435899894627	11.915	13.0104	14.6455	9.367	7.5953
TCGA-IK-7675	lgg	-1181.51504	1.31195840804267	10.5163	8.9605	12.5607	0.9653	3.3059
TCGA-CZ-4854	kirc	682.90888	-0.602767345699285	10.2092	10.7561	12.301	8.7008	8.466
TCGA-ET-A2MY	thca	-385.98886	0.323427161021184	7.1049	13.743	13.9208	6.2196	5.2246
TCGA-E9-A24A	brca	741.77026	-0.0804624066484705	11.7747	12.762	13.5768	6.7798	6.2476
TCGA-BH-A0B9	brca	1072.01849	0.067725603099172	8.5384	11.8231	13.6404	9.7135	10.1954
TCGA-A1-A0SH	brca	-88.72341	-0.154622029217682	13.703	13.2457	13.6219	6.0912	5.9381
TCGA-E2-A14W	brca	-1097.22051	-0.195152026001137	10.4214	13.1949	12.2702	4.3339	5.3151
TCGA-A7-A26G	brca	816.68456	-0.277442907485586	13.1259	12.0637	14.3354	8.7186	8.1954
TCGA-CS-6668	lgg	-1457.66032	-0.0364715997588201	9.3176	5.0312	13.5729	1.7596	2.7644
TCGA-CN-4731	hnsc	94.07668	0.595392599412995	10.6752	13.1202	12.4707	7.4448	5.5213
TCGA-E9-A228	brca	-291.77322	-0.0973064325000002	10.2383	14.8598	12.2335	5.176	7.0007
TCGA-HT-7476	lgg	-847.01147	0.154668754573697	10.1006	5.804	13.1139	4.462	5.4427
TCGA-CV-5432	hnsc	-319.98841	0.536163918010459	10.5447	13.7376	12.8447	7.2819	6.9854
TCGA-A3-3385	kirc	-75.88144	0.110580000821664	10.2656	11.7403	12.9485	5.5987	5.6564
TCGA-DK-A3IN	blca	523.11291	0.000762817999999998	10.1568	12.7707	14.6627	7.5654	7.4773
TCGA-12-3650	gbm	-114.29440	0.0644836045863583	10.3751	6.1882	13.1854	5.0676	6.008
TCGA-AR-A2LO	brca	794.93733	-2.129760743	11.1199	11.0285	13.3753	9.4837	8.9753
TCGA-B0-4823	kirc	1249.94228	0.467306856357086	10.1127	11.2539	13.1447	9.4435	10.2155
TCGA-DJ-A2PN	thca	-593.50752	0.030960896454906	7.3574	14.2954	13.3988	6.1448	5.9396
TCGA-HT-7616	lgg	356.43172	0.123937137193656	11.5899	2.9882	12.4871	7.225	6.3354
TCGA-GC-A3WC	blca	913.36455	-0.373146955	10.0417	11.3756	12.7548	9.4345	6.8563
TCGA-EJ-5496	prad	-1223.00004	0.719149639380361	8.0648	14.2106	13.2264	6.5606	6.5679
TCGA-J8-A3NZ	thca	16.40335	0.692663449794995	9.0575	13.7457	14.0073	7.4682	7.7717
TCGA-EM-A2CP	thca	1922.68262	0.583390755258531	6.9837	13.5772	13.1601	10.3511	10.6093
TCGA-A2-A0YD	brca	682.19055	-1.51138679718614	12.4542	9.0918	13.6663	8.0661	8.2935
TCGA-EL-A4JZ	thca	985.79676	1.23122385258608	10.8708	13.1046	13.9997	8.9065	8.985
TCGA-EM-A3FO	thca	-551.91894	1.16736137165503	10.0222	14.2102	12.3693	3.8838	5.139
TCGA-EW-A3U0	brca	2218.18405	-0.9612537945	10.774	11.9135	14.2987	10.4811	10.0196
TCGA-BH-A1FL	brca	-601.38746	-1.696419922	10.8392	8.7115	13.5497	6.9122	6.5778
TCGA-AZ-6603	coad	82.92938	1.85994754509382	10.2785	14.4765	13.7421	7.5049	6.4111
TCGA-DK-A3IU	blca	2419.32880	-0.0958905918066527	10.5746	12.5981	12.7914	10.9514	10.8621
TCGA-DJ-A1QG	thca	-278.44506	-0.0182983164712881	4.3038	12.7676	13.4903	6.7998	7.2516
TCGA-G2-A2EF	blca	1141.04814	-0.967073540998285	6.5278	9.9287	13.3498	8.8609	9.1079
TCGA-D8-A1JM	brca	-422.03585	-0.012963829	7.8759	13.4461	12.2845	7.9314	8.1294
TCGA-HT-7607	lgg	-1069.87299	1.23998947775627	9.8584	7.256	12.6704	2.5971	5.7956
TCGA-CN-6019	hnsc	1462.81681	0.531425173961178	12.718	13.1598	13.3034	9.3514	8.5486
TCGA-K4-A3WU	blca	944.63932	-0.702467052	9.941	13.185	12.7557	9.3622	8.0905
TCGA-D5-6533	coad	-223.98750	0.319184265541614	9.1376	13.9248	12.7633	6.7138	5.4246
TCGA-A3-3326	kirc	1820.31521	-0.0065961317493371	9.7545	8.7998	12.5507	9.5654	8.057
TCGA-HW-7491	lgg	-1212.10039	0.578831272786181	10.8405	4.9344	13.4786	1.8519	2.8257
TCGA-ER-A2NH	skcm	2594.91391	-0.53405148627213	9.7285	12.1894	14.0274	11.1593	12.214
TCGA-EM-A1YC	thca	761.80592	0.725057958306568	2.0586	14.0234	12.334	4.2698	6.007
TCGA-BJ-A2N9	thca	1913.51310	0.592677026109722	5.3764	15.1273	12.6645	8.5121	8.7622
TCGA-FD-A3SL	blca	196.49654	-0.906490156	11.7067	13.5708	12.3974	7.1428	6.9349
TCGA-D3-A3CE	skcm	1236.04038	-0.523923585	8.1084	13.257	14.1498	9.3967	10.4602
